,tpr_ Male,tnr_ Male,dp_ Male,tpr_ Female,tnr_ Female,dp_ Female,tpr_ Black,tnr_ Black,dp_ Black,tpr_ White,tnr_ White,dp_ White,accuracy,method
0,0.9860581349467316,0.07186732186732187,0.03131043374159683,0.962740633409232,0.30677966101694915,0.06659287954251983,0.9775524981897176,0.13966480446927373,0.035897435897435895,0.9774292272379494,0.10515759312320917,0.04323820450308332,0.7716830466830467,FR_AGG
0,0.991845324214126,0.1683046683046683,0.056174601712864904,0.9869592216932312,0.1694915254237288,0.030068253089835822,0.997827661115134,0.1452513966480447,0.01858974358974359,0.9885233358837031,0.17106017191977077,0.05141259142406425,0.7958845208845209,FR_IND
