,tpr_Caucasian,tnr_Caucasian,dp_Caucasian,tpr_African-American,tnr_African-American,dp_African-American,tpr_Male,tnr_Male,dp_Male,tpr_Female,tnr_Female,dp_Female,accuracy,method
0,0.9152777777777777,0.4297029702970297,0.22693877551020408,0.9195148842337376,0.39828693790149894,0.24171645844649647,0.8984438984438985,0.43164871582435793,0.2656507413509061,0.9753694581280788,0.29310344827586204,0.12225705329153605,0.6790606653620352,FR_AGG
0,0.9736111111111111,0.299009900990099,0.13877551020408163,0.9426681367144433,0.354389721627409,0.2080391091797936,0.9451269451269452,0.35708367854183926,0.20510708401976935,0.9901477832512315,0.21982758620689655,0.08620689655172414,0.6647097195042401,FR_IND
