,tpr_Caucasian,tnr_Caucasian,dp_Caucasian,tpr_African-American,tnr_African-American,dp_African-American,tpr_Male,tnr_Male,dp_Male,tpr_Female,tnr_Female,dp_Female,accuracy,method
0,0.9145527369826435,0.41818181818181815,0.21784565916398713,0.8679458239277652,0.48933901918976547,0.3157894736842105,0.8678021086780211,0.48877805486284287,0.30829228243021345,0.9552238805970149,0.3391304347826087,0.1518987341772152,0.6910039113428944,FR_AGG
0,0.9425901201602136,0.32727272727272727,0.1647909967845659,0.8860045146726863,0.46375266524520253,0.29385964912280704,0.8937550689375506,0.44472152950955945,0.2733990147783251,0.9676616915422885,0.26956521739130435,0.11867088607594936,0.6805736636245111,FR_IND
