,tpr_Caucasian,tnr_Caucasian,dp_Caucasian,tpr_African-American,tnr_African-American,dp_African-American,tpr_Male,tnr_Male,dp_Male,tpr_Female,tnr_Female,dp_Female,accuracy,method
0,0.9311797752808989,0.37890625,0.19852941176470587,0.877906976744186,0.46817691477885653,0.3016228315612759,0.8791666666666667,0.463960231980116,0.29289572081429166,0.9758064516129032,0.29310344827586204,0.12748344370860928,0.6795084689471936,FR_AGG
0,0.9789325842696629,0.25390625,0.1184640522875817,0.9023255813953488,0.418554476806904,0.2641298265249021,0.9241666666666667,0.3844241922120961,0.23057748234316577,0.978494623655914,0.23275862068965517,0.10264900662251655,0.6612421122550648,FR_IND
