,tpr_white,tnr_white,dp_white,tpr_black,tnr_black,dp_black,tpr_hisp,tnr_hisp,dp_hisp,accuracy,method
0,0.001049317943336831,0.9998890614599512,0.9997252747252747,0.0,1.0,1.0,0.0,1.0,1.0,0.7983029210783209,FR_AGG
0,0.009968520461699895,0.9984468604393166,0.996978021978022,0.5125,0.7446808510638298,0.6324972737186477,0.19689119170984457,0.9526748971193416,0.9101620029455081,0.805211383945333,FR_IND
