,tpr_male,tpr_female,fpr_male,fpr_female,accuracy
0,0.9166118637379982,0.951148830469882,0.3574938574938575,0.3305084745762712,0.7937960687960688
1,0.923451269235828,0.956944731939557,0.3270884520884521,0.27627118644067794,0.7906633906633906
2,0.9149020123635407,0.9612916580418133,0.35073710073710074,0.29152542372881357,0.7932432432432432
3,0.9364724450874655,0.9633616228524116,0.3187960687960688,0.2847457627118644,0.7972972972972973
4,0.9220044719189794,0.9683295383978472,0.3664004914004914,0.2576271186440678,0.8005528255528256
