,tpr_ Male,tnr_ Male,dp_ Male,tpr_ Female,tnr_ Female,dp_ Female,tpr_ Black,tnr_ Black,dp_ Black,tpr_ White,tnr_ White,dp_ White,accuracy,method
0,0.9860581349467316,0.07186732186732187,0.03131043374159683,0.962740633409232,0.30677966101694915,0.06659287954251983,0.9775524981897176,0.13966480446927373,0.035897435897435895,0.9774292272379494,0.10515759312320917,0.04323820450308332,0.7716830466830467,FR_AGG
0,0.9692226752597659,0.27457002457002455,0.10387696841329773,0.997723038708342,0.11186440677966102,0.014204021398266002,0.9949312092686459,0.1452513966480447,0.021153846153846155,0.9776205049732212,0.25730659025787966,0.081170228022372,0.8076781326781327,FR_IND
