,tpr_ Male,tnr_ Male,dp_ Male,tpr_ Female,tnr_ Female,dp_ Female,tpr_ Black,tnr_ Black,dp_ Black,tpr_ White,tnr_ White,dp_ White,accuracy,method
0,0.9860581349467316,0.07186732186732187,0.03131043374159683,0.962740633409232,0.30677966101694915,0.06659287954251983,0.9775524981897176,0.13966480446927373,0.035897435897435895,0.9774292272379494,0.10515759312320917,0.04323820450308332,0.7716830466830467,FR_AGG
0,0.9936867026173879,0.16185503685503685,0.05295146882770053,0.991927137238667,0.16271186440677965,0.024903154399557276,0.997827661115134,0.15083798882681565,0.019230769230769232,0.9921576128538638,0.1636103151862464,0.046823461924566184,0.7966830466830467,FR_IND
